상품명,제조사,평균가격,조사일,상품명_로마자
크린랩 고무장갑 중(2세트),크린랩,6465.1908396946565,2025-07-04,keulinlaeb gomujanggab jung(2seteu)
크린랩 물걸레청소포 대형(30매),크린랩,8275.619047619048,2025-07-04,keulinlaeb mulgeollecheongsopo daehyeong(30mae)
크린랩(22cm x 50m),크린랩,5867.450331125828,2025-07-04,keulinlaeb(22cm x 50m)
크린랩(30cm x 50m),크린랩,7868.204845814978,2025-07-04,keulinlaeb(30cm x 50m)
크린롤백(25cm x 35cm),크린랩,5677.120743034056,2025-07-04,keulinlolbaeg(25cm x 35cm)
크린지퍼백(18cm x 20cm),크린랩,3431.0840707964603,2025-07-04,keulinjipeobaeg(18cm x 20cm)
키퍼스 시니어 안심패드 일자형(30개입),쌍용씨앤비,9794.174757281551,2025-07-04,kipeoseu sini-eo ansimpaedeu iljahyeong(30gae-ib)
키퍼스 언더웨어 타입 대형(14개입),쌍용씨앤비,15865.51724137931,2025-07-04,kipeoseu eondeo-we-eo ta-ib daehyeong(14gae-ib)
탕종숙식빵(420g),삼립식품,3282.6984126984125,2025-07-04,tangjongsugsigppang(420g)
테라(500ml),진로,2395.5882352941176,2025-07-04,tela(500ml)
테크 베이킹소다 액체세제(3L),LG생활건강,16900.0,2025-07-04,tekeu be-ikingsoda aegcheseje(3l)
테크 베이킹소다(6kg),LG생활건강,20066.666666666668,2025-07-18,tekeu be-ikingsoda(6kg)
투게더 오리지널 바닐라(900ml),빙그레,7575.31914893617,2025-07-04,tugedeo olijineol banilla(900ml)
트레비 탄산수 플레인(500ml),롯데칠성음료,1627.8219395866454,2025-07-04,teulebi tansansu peulle-in(500ml)
틈새라면(5개입),팔도,5249.294670846395,2025-07-04,teumsaelamyeon(5gae-ib)
파스퇴르 프리미엄 홈버터(450g),롯데웰푸드,9938.98832684825,2025-07-04,paseutoeleu peulimi-eom hombeoteo(450g)
파스퇴르우유 후레쉬(900ml),롯데삼강,3832.0223152022313,2025-07-04,paseutoeleu-u-yu huleswi(900ml)
파워에이드 마운틴블라스트(600ml),코카콜라음료,1992.628865979381,2025-07-04,pa-wo-e-ideu ma-untinbeullaseuteu(600ml)
팔도 왕뚜껑(110g),팔도,1131.6335540838852,2025-07-04,paldo wangttu-kkeong(110g)
팬틴 극손상케어 트리트먼트(220ml),한국피앤지,8944.875,2025-07-04,paentin geugsonsangke-eo teuliteumeonteu(220ml)
퍼실 파워젤 액체 겸용(2.7L),헨켈홈케어코리아,28545.13731825525,2025-07-04,peosil pa-wojel aegche gyeom-yong(2.7l)
페리오 토탈7 오리지널(3개),LG생활건강,10715.698051948051,2025-07-04,peli-o total7 olijineol(3gae)
페리오 토탈7 칫솔 힘있는 미세모(4개),LG생활건강,10726.11301369863,2025-07-04,peli-o total7 chis-sol him-issneun misemo(4gae)
페브리즈 상쾌한향(370ml),한국피앤지,7130.730593607306,2025-07-04,pebeulijeu sangkwaehanhyang(370ml)
페브리즈 상쾌한향(900ml),한국피앤지,14880.392156862745,2025-07-04,pebeulijeu sangkwaehanhyang(900ml)
펩시콜라(1.8L),롯데칠성음료,3169.9441340782123,2025-07-04,pebsikolla(1.8l)
포스트 콘푸라이트(600g),동서식품,7088.618421052632,2025-07-04,poseuteu konpula-iteu(600g)
포카리스웨트(620ml),동아오츠카,1925.2054794520548,2025-07-04,pokaliseu-weteu(620ml)
포테토칩 오리지날(125g),농심,2311.433021806853,2025-07-04,potetochib olijinal(125g)
폭신폭신 에그볼(400g),삼립식품,4240.289855072464,2025-07-04,pogsinpogsin egeubol(400g)
폰타나 이탈리아 캄파니아 스파게티(500g),샘표,4155.912408759124,2025-07-04,pontana italli-a kampani-a seupageti(500g)
폰테라 앵커버터(227g),서울우유,6730.0,2025-07-04,pontela aengkeobeoteo(227g)
풀무원 고칼슘 꼬마약과(200g),풀무원,4500.0,2025-07-04,pulmu-won gokalsyum kkoma-yaggwa(200g)
풀무원 국산 홍고춧가루(200g),풀무원,15500.0,2025-07-04,pulmu-won gugsan honggochusgalu(200g)
풀무원 김밥단무지(400g),풀무원,2995.25641025641,2025-07-04,pulmu-won gimbabdanmuji(400g)
풀무원 동물복지 목초란(15개),풀무원,10710.759162303664,2025-07-04,pulmu-won dongmulbogji mogcholan(15gae)
풀무원 동물복지 목초란(대란 10개),풀무원,8855.9375,2025-07-04,pulmu-won dongmulbogji mogcholan(daelan 10gae)
풀무원 동물복지 유정란(10개),풀무원,9777.832898172324,2025-07-04,pulmu-won dongmulbogji yujeonglan(10gae)
풀무원 자른미역(50g),풀무원,2933.684210526316,2025-07-04,pulmu-won jaleunmi-yeog(50g)
풀무원 톡톡 포기김치(3.3kg),풀무원,32050.0,2025-07-04,pulmu-won togtog pogigimchi(3.3kg)
풀무원 통등심돈카츠(450g),풀무원,10378.67215041128,2025-07-04,pulmu-won tongdeungsimdonkacheu(450g)
풋고추(100g),일반,2548.205882352941,2025-07-04,pusgochu(100g)
프렌치카페 카페믹스 스테비아(100개입),남양유업,32450.63829787234,2025-07-04,peulenchikape kapemigseu seutebi-a(100gae-ib)
프렌치카페 카페믹스(220개입),남양유업,37730.0,2025-07-04,peulenchikape kapemigseu(220gae-ib)
프로쉴드 옐로우 면도날(4개),질레트,35534.75328947369,2025-07-04,peuloswildeu yello-u myeondonal(4gae)
프리미엄 쿠킹호일(25cm*30m),삼아삭스호일,8316.22641509434,2025-07-04,peulimi-eom kukingho-il(25cm*30m)
프릴 시크릿 오브 베이킹소다 퓨어레몬향(700ml),헨켈홈케어코리아,7261.580698835274,2025-07-04,peulil sikeulis obeu be-ikingsoda pyu-eolemonhyang(700ml)
피죤 섬유유연제 핑크로즈(2.1L),피죤,4040.240963855422,2025-07-04,pijyon seom-yu-yu-yeonje pingkeulojeu(2.1l)
피죤 습기제로(8개입),피죤,10038.255033557049,2025-07-04,pijyon seubgijelo(8gae-ib)
피지오겔 DMT 마일드 립밤(4.2g),LG생활건강,10245.0,2025-07-04,piji-ogel dmt ma-ildeu libbam(4.2g)
하기스 매직컴포트 대형 공용 팬티형 4단계(50매),유한킴벌리,38350.36496350365,2025-07-04,hagiseu maejigkeompoteu daehyeong gong-yong paentihyeong 4dangye(50mae)
하기스 매직컴포트 중형 공용 밴드형 3단계(72매),유한킴벌리,39414.28571428572,2025-07-04,hagiseu maejigkeompoteu junghyeong gong-yong baendeuhyeong 3dangye(72mae)
하기스 매직컴포트 특대형 공용 팬티형 5단계(42매),유한킴벌리,38116.94915254237,2025-07-04,hagiseu maejigkeompoteu teugdaehyeong gong-yong paentihyeong 5dangye(42mae)
하리보 골드베렌 젤리(250g),삼경에프에스,5715.755725190839,2025-07-04,halibo goldeubelen jelli(250g)
하림 동물복지 닭백숙(1.05kg),하림,11900.0,2025-07-18,halim dongmulbogji dalgbaegsug(1.05kg)
하림 무항생제 영양란(25개),하림,11800.0,2025-07-04,halim muhangsaengje yeong-yanglan(25gae)
하림 참진 토종닭백숙(1.05kg),하림,15421.024930747924,2025-07-04,halim chamjin tojongdalgbaegsug(1.05kg)
하선정 4무첨가 김밥단무지(370g),CJ제일제당,2674.079207920792,2025-07-04,haseonjeong 4mucheomga gimbabdanmuji(370g)
하선정 까나리액젓(400g),CJ제일제당,3480.6666666666665,2025-07-04,haseonjeong kkanali-aegjeos(400g)
하선정 까나리액젓(800g),CJ제일제당,6273.189522342064,2025-07-04,haseonjeong kkanali-aegjeos(800g)
하선정 멸치액젓 골드(400g),CJ제일제당,3494.0,2025-07-04,haseonjeong myeolchi-aegjeos goldeu(400g)
하선정 멸치액젓 골드(800g),CJ제일제당,6289.92299229923,2025-07-04,haseonjeong myeolchi-aegjeos goldeu(800g)
하선정 포기김치(2.5kg),CJ제일제당,23804.285714285717,2025-07-04,haseonjeong pogigimchi(2.5kg)
하이뮨 프로틴밸런스(190ml),일동후디스,1575.3846153846157,2025-07-04,ha-imyun peulotinbaelleonseu(190ml)
하이트 엑스트라 콜드(500ml),진로,2457.5,2025-07-04,ha-iteu egseuteula koldeu(500ml)
하이트 엑스트라 콜드(6캔),진로,10640.01838235294,2025-07-04,ha-iteu egseuteula koldeu(6kaen)
한생 친정엄마 볶음참깨(500g),농업회사법인한생(주),6300.0,2025-07-04,hansaeng chinjeong-eomma bokk-eumchamkkae(500g)
한성 낙지젓갈(150g),한성기업,7976.267361111111,2025-07-04,hanseong nagjijeosgal(150g)
한성 오징어젓갈(150g),한성기업,6743.570247933884,2025-07-04,hanseong ojing-eojeosgal(150g)
한아름 땅콩소보루(10개입),삼립식품,3980.0,2025-07-04,han-aleum ttangkongsobolu(10gae-ib)
핫브레이크 미니(715g),오리온,17400.0,2025-07-04,hasbeule-ikeu mini(715g)
항공직송 동원생연어(320g),동원산업,21876.119402985078,2025-07-04,hanggongjigsong dong-wonsaeng-yeon-eo(320g)
항공직송 동원생연어(350g),동원산업,22900.0,2025-07-04,hanggongjigsong dong-wonsaeng-yeon-eo(350g)
항균 트리오(973ml),애경,3712.5,2025-07-04,hanggyun teuli-o(973ml)
해찬들 100% 태양초 우리쌀 고추장(1kg),CJ제일제당,18954.025157232703,2025-07-04,haechandeul 100% tae-yangcho uli-ssal gochujang(1kg)
해찬들 사계절 쌈장(500g),CJ제일제당,5721.739811912225,2025-07-04,haechandeul sagyejeol ssamjang(500g)
해찬들 재래식 된장(1kg),CJ제일제당,10084.613636363636,2025-07-04,haechandeul jaelaesig doenjang(1kg)
해태 바밤바(70ml),해태제과,669.6263736263736,2025-07-04,haetae babamba(70ml)
해태 부라보콘 바닐라(160ml),해태제과,1258.609271523179,2025-07-04,haetae bulabokon banilla(160ml)
해태 오예스(12개입),해태제과,5455.443037974684,2025-07-04,haetae o-yeseu(12gae-ib)
해표 꽃소금(1kg),해표,2698.22299651568,2025-07-04,haepyo kkochsogeum(1kg)
해표 맑고 신선한 식용유(900ml),해표,5671.44,2025-07-04,haepyo malggo sinseonhan sig-yong-yu(900ml)
해표 물엿(1.2kg),사조대림,2430.0,2025-07-04,haepyo mul-yeos(1.2kg)
해표 순창궁 양념쌈장(500g),사조산업,4914.33962264151,2025-07-04,haepyo sunchanggung yangnyeomssamjang(500g)
해표 완도미역(100g),사조대림,2750.0,2025-07-04,haepyo wandomi-yeog(100g)
해표 우리밀 밀가루(750g),사조대림,3428.8888888888887,2025-07-04,haepyo ulimil milgalu(750g)
해표 카놀라유(900ml),사조대림,9213.207236842103,2025-07-04,haepyo kanolla-yu(900ml)
해표 포도씨유(900ml),사조대림,12425.487603305784,2025-07-04,haepyo podo-ssi-yu(900ml)
해피바스 오리지널컬렉션 라벤더 바디워시(910g),아모레퍼시픽,10076.324503311258,2025-07-04,haepibaseu olijineolkeollegsyeon labendeo badi-wosi(910g)
해피바스 오리지널컬렉션 솝 라벤더 비누(4개),아모레퍼시픽,7162.614173228347,2025-07-04,haepibaseu olijineolkeollegsyeon sob labendeo binu(4gae)
해피바스 정말 순한 바디밀크(400ml),아모레퍼시픽,9674.670947030498,2025-07-04,haepibaseu jeongmal sunhan badimilkeu(400ml)
해피홈 멸균밴드 패턴 표준형(40매),유한양행,3700.0,2025-07-04,haepihom myeolgyunbaendeu paeteon pyojunhyeong(40mae)
해피홈 탄력아쿠아밴드 표준형(20매),유한양행,4555.0600343053175,2025-07-04,haepihom tanlyeog-aku-abaendeu pyojunhyeong(20mae)
햇님마을 국산 청양 고춧가루(130g),농업회사법인영양에프앤에스,11000.0,2025-07-04,haesnimma-eul gugsan cheong-yang gochusgalu(130g)
햇반 소프트밀 소고기죽(280g),CJ제일제당,3175.483870967742,2025-07-04,haesban sopeuteumil sogogijug(280g)
햇반 소프트밀 전복죽(280g),CJ제일제당,3093.793103448276,2025-07-04,haesban sopeuteumil jeonbogjug(280g)
햇반 컵반 미역국밥(167g),CJ제일제당,4917.405063291139,2025-07-04,haesban keobban mi-yeoggugbab(167g)
햇반 컵반 철판제육덮밥(256g),CJ제일제당,4893.03265940902,2025-07-04,haesban keobban cheolpanje-yugdeopbab(256g)
햇반(210g),CJ제일제당,1958.5778781038373,2025-07-04,haesban(210g)
햇반(3개입),CJ제일제당,5867.5609756097565,2025-07-04,haesban(3gae-ib)
햇반(6개입),CJ제일제당,8487.09677419355,2025-07-04,haesban(6gae-ib)
햇살드리 수향미(10kg),조암농협미곡종합처리장,45200.0,2025-07-04,haes-saldeuli suhyangmi(10kg)
행복한콩 부침두부(300g),CJ제일제당,1690.0662251655629,2025-07-04,haengboghankong buchimdubu(300g)
행복한콩 찌개두부(300g),CJ제일제당,1650.267857142857,2025-07-04,haengboghankong jjigaedubu(300g)
허니버터아몬드(190g),바프,7912.121212121212,2025-07-04,heonibeoteo-amondeu(190g)
현미(3kg),농업회사법인남양농산,12800.0,2025-07-04,hyeonmi(3kg)
호정가 조청유과(200g),농업회사법인호정가,5984.3859649122805,2025-07-04,hojeongga jocheong-yugwa(200g)
홈스타 락스와세제 후로랄파인(750ml),LG생활건강,4904.88782051282,2025-07-04,homseuta lagseu-waseje hulolalpa-in(750ml)
홈스타 맥스프레쉬 욕실용(900ml),LG생활건강,5849.753424657534,2025-07-04,homseuta maegseupeuleswi yogsil-yong(900ml)
홈키파 수성 에어졸(500ml),헨켈홈케어코리아,7426.10294117647,2025-07-04,homkipa suseong e-eojol(500ml)
화이트 수퍼흡수 중형(36개입),유한킴벌리,12206.359550561798,2025-07-04,hwa-iteu supeoheubsu junghyeong(36gae-ib)
후르트텔라 요구르트향(100g),농심,2267.230769230769,2025-07-04,huleuteutella yoguleuteuhyang(100g)
흰다리새우(100g),일반,3461.8888888888887,2025-07-04,huindalisae-u(100g)
